lx1;ly1;lz3;u11;u12;u13;v11;v12;v13;p11;p12;p13;res(u11);res(u12);res(u13);res(v11);res(v12);res(v13);res(p11);res(p12);res(p13);res_u11;res_u12;res_u13;res_v11;res_v12;res_v13;res_p11;res_p12;res_p13;cell_re1;lx2;ly2;lz2;u21;u22;u23;v21;v22;v23;p21;p22;p23;res(u21);res(u22);res(u23);res(v21);res(v22);res(v23);res(p21);res(p22);res(p23);res_u21;res_u22;res_u23;res_v21;res_v22;res_v23;res_p21;res_p22;res_p23;cell_re2;lx3;ly3;lz3;u31;u32;u33;v31;v32;v33;p31;p32;p33;res(u31);res(u32);res(u33);res(v31);res(v32);res(v33);res(p31);res(p32);res(p33);res_u31;res_u32;res_u33;res_v31;res_v32;res_v33;res_p31;res_p32;res_p33;cell_re3;lx4;ly4;lz4;u41;u42;u43;v41;v42;v43;p41;p42;p43;res(u41);res(u42);res(u43);res(v41);res(v42);res(v43);res(p41);res(p42);res(p43);res_u41;res_u42;res_u43;res_v41;res_v42;res_v43;res_p41;res_p42;res_p43;cell_re4;num_iter;CFL_pred;x;y;u_av;v_av;p_av
0,001757717;0,001672522;0,001782403;0,012690746;0,011521864;0;-7,05904E-06;-1,16057E-05;0;0,006919483;0,002263702;0,012175717;-2,41266E-07;-1,15935E-06;0;-4,02439E-08;2,126E-07;0;1,08385E-06;3,81465E-06;9,91317E-08;-0,916437495;-0,797753875;-0,91332127;0,031944888;-0,016686491;-0,002653861;8,896085287;-2,680289782;-6,119715359;2,314052072;2;300,0169624;0,136276867;0,001887222;0,015599735;-1,99359E-06;0,005354824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001886323;0,001782403;0,002056163;0,011521864;0,022297389;0;-1,16057E-05;-0,000565742;0;0,002263702;0,001616024;0,012175717;-1,15935E-06;1,909E-06;0;2,126E-07;3,35196E-06;0;3,81465E-06;2,38283E-05;9,91317E-08;-0,797753875;0,486985794;-0,91332127;-0,016686491;-2,858810602;-0,002653861;-2,680289782;37,71976098;-6,119715359;3,264226281;2;300,0282116;0,137257619;0,002327644;0,018801949;-0,000188221;0,003587005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001912824;0,001494543;0,001940121;0,013146522;0,022297389;0,033030442;1,38477E-06;-0,000565742;-0,00074727;0,010623402;0,001616024;0,009315222;-4,22164E-07;1,909E-06;4,02931E-06;-9,55698E-08;3,35196E-06;5,51541E-06;6,72475E-07;2,38283E-05;-2,18333E-06;-1,055738856;0,486985794;0,609702827;0,037546784;-2,858810602;-3,827563917;-1,895580729;37,71976098;53,81398455;6,882829513;2;360,6787839;0,137966546;0,003907147;0,028573678;-0,000498176;0,006451874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001556332;0,001912824;0,002056163;0,013146522;0;0,022297389;1,38477E-06;0;-0,000565742;0,010623402;0,012175717;0,001616024;-4,22164E-07;0;1,909E-06;-9,55698E-08;0;3,35196E-06;6,72475E-07;9,91317E-08;2,38283E-05;-1,055738856;-0,91332127;0,486985794;0,037546784;-0,002653861;-2,858810602;-1,895580729;-6,119715359;37,71976098;3,531786228;2;300,0374977;0,137233305;0,003294216;0,025092395;-0,000244858;0,005640563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001796581;0,001740467;0,001833333;0,047275527;0,036909782;0,048487749;-0,000427578;-0,001282729;7,52653E-07;0,012170143;0,013333837;0,010006228;2,01939E-06;-4,33931E-08;-1,15925E-07;2,0394E-06;4,40939E-06;-1,33273E-07;1,59785E-06;-1,89627E-06;9,92668E-07;-2,718059987;-1,828101248;-2,640486299;-0,757370973;-4,716445047;0,07644245;-0,110623628;-0,219062841;4,732424808;14,04980906;2;372,9422386;0,139496098;0,00643471;0,040402796;-0,000934557;0,014024352;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001705023;0,001752682;0,001796581;0,033030442;0,036909782;0,047275527;-0,00074727;-0,001282729;-0,000427578;0,009315222;0,013333837;0,012170143;4,02931E-06;-4,33931E-08;2,01939E-06;5,51541E-06;4,40939E-06;2,0394E-06;-2,18333E-06;-1,89627E-06;1,59785E-06;0,609702827;-1,828101248;-2,718059987;-3,827563917;-4,716445047;-0,757370973;53,81398455;-0,219062841;-0,110623628;12,24436299;2;433,5848392;0,138991039;0,005562971;0,036907094;-0,000888705;0,012017024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001685523;0,001752682;0,001758016;0,047275527;0,043458481;0,033030442;-0,000427578;0,00089074;-0,00074727;0,012170143;0,015680631;0,009315222;2,01939E-06;2,05589E-06;4,02931E-06;2,0394E-06;-4,08297E-06;5,51541E-06;1,59785E-06;1,42043E-06;-2,18333E-06;-2,718059987;-2,552528002;0,609702827;-0,757370973;2,877297656;-3,827563917;-0,110623628;-9,646126762;53,81398455;13,00465645;2;495,5946544;0,137993007;0,005619173;0,037157972;-0,000502027;0,01127801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001494543;0,001450449;0,001758016;0,013146522;0,033030442;0,043458481;1,38477E-06;-0,00074727;0,00089074;0,010623402;0,009315222;0,015680631;-4,22164E-07;4,02931E-06;2,05589E-06;-9,55698E-08;5,51541E-06;-4,08297E-06;6,72475E-07;-2,18333E-06;1,42043E-06;-1,055738856;0,609702827;-2,552528002;0,037546784;-3,827563917;2,877297656;-1,895580729;53,81398455;-9,646126762;9,30919025;2;422,6846969;0,137522172;0,004868854;0,033695353;-0,000350495;0,009618798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001791708;0,001754911;0,001854839;0,045711811;0,045801665;0;0,000407253;-0,000404164;0;0,014829018;0,014576773;0,008728118;5,87453E-06;5,64871E-06;0;-4,40061E-06;3,80641E-06;0;-2,71593E-06;-2,02056E-06;1,46501E-07;-0,081601393;-0,045189045;-0,963463899;1,574757723;-1,546751634;-0,007320933;37,10803734;38,1879487;0,530870404;9,683767805;2;300,0024029;0,133519791;0,000503722;0,004382174;4,61589E-07;0,010509079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001749898;0,001754911;0,001854171;0;0,012690746;0,045711811;0;-7,05904E-06;0,000407253;0,008728118;0,006919483;0,014829018;0;-2,41266E-07;5,87453E-06;0;-4,02439E-08;-4,40061E-06;1,46501E-07;1,08385E-06;-2,71593E-06;-0,963463899;-0,916437495;-0,081601393;-0,007320933;0,031944888;1,574757723;0,530870404;8,896085287;37,10803734;6,110310226;2;300,0051172;0,134458498;0,000991127;0,008612423;-1,89142E-06;0,008757001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001758337;0,001818398;0,001854171;0,040556954;0,045711811;0,012690746;0,000669039;0,000407253;-7,05904E-06;0,013307382;0,014829018;0,006919483;2,75285E-06;5,87453E-06;-2,41266E-07;-6,44707E-06;-4,40061E-06;-4,02439E-08;-3,03442E-06;-2,71593E-06;1,08385E-06;0,721693128;-0,081601393;-0,916437495;3,297045291;1,574757723;0,031944888;43,27541772;37,10803734;8,896085287;10,41922174;2;300,0143872;0,134464153;0,001996524;0,016465928;2,47315E-05;0,009256628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001672522;0,001818398;0,001837754;0,012690746;0;0,040556954;-7,05904E-06;0;0,000669039;0,006919483;0,012175717;0,013307382;-2,41266E-07;0;2,75285E-06;-4,02439E-08;0;-6,44707E-06;1,08385E-06;9,91317E-08;-3,03442E-06;-0,916437495;-0,91332127;0,721693128;0,031944888;-0,002653861;3,297045291;8,896085287;-6,119715359;43,27541772;5,558531369;2;300,0233029;0,135378105;0,002452576;0,019612619;2,84979E-05;0,008009256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001837754;0,001939201;0,001998242;0,040556954;0;0;0,000669039;0;0;0,013307382;0,012175717;0,017894275;2,75285E-06;0;0;-6,44707E-06;0;0;-3,03442E-06;9,91317E-08;4,35971E-08;0,721693128;-0,91332127;-0,893759432;3,297045291;-0,002653861;-0,010881454;43,27541772;-6,119715359;-1,47419539;4,308911511;2;300,0396481;0,135390951;0,003527793;0,026411283;8,16007E-05;0,009634632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001450449;0,001705941;0,001851659;0,013146522;0,043458481;0;1,38477E-06;0,00089074;0;0,010623402;0,015680631;0,017894275;-4,22164E-07;2,05589E-06;0;-9,55698E-08;-4,08297E-06;0;6,72475E-07;1,42043E-06;4,35971E-08;-1,055738856;-2,552528002;-0,893759432;0,037546784;2,877297656;-0,010881454;-1,895580729;-9,646126762;-1,47419539;5,958146964;2;362,0515413;0,136505665;0,00485877;0,033714118;-5,0655E-05;0,010445594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001705941;0,001556332;0,001998242;0,013146522;0;0;1,38477E-06;0;0;0,010623402;0,017894275;0,012175717;-4,22164E-07;0;0;-9,55698E-08;0;0;6,72475E-07;4,35971E-08;9,91317E-08;-1,055738856;-0,893759432;-0,91332127;0,037546784;-0,010881454;-0,002653861;-1,895580729;-1,47419539;-6,119715359;1,331992162;2;300,0425936;0,136265397;0,00392901;0,028688844;-5,52813E-06;0,009033758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001766504;0,001748587;0,001833333;0,016742512;0,048487749;0,048197194;0,001059031;7,52653E-07;0,000137053;-0,002613919;0,010006228;0,012188001;-1,63753E-06;-1,15925E-07;-2,64898E-06;-9,66538E-07;-1,33273E-07;-1,6289E-06;-6,34761E-06;9,92668E-07;4,03464E-07;-2,091456674;-2,640486299;-0,612850491;5,464853571;0,07644245;0,447002235;-31,26861281;4,732424808;36,14088108;11,86320681;2;362,0114738;0,13950017;0,008255725;0,04553158;-0,000572189;0,014028041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001766504;0,001740467;0,001796421;0,048487749;0,016742512;0,047275527;7,52653E-07;0,001059031;-0,000427578;0,010006228;-0,002613919;0,012170143;-1,15925E-07;-1,63753E-06;2,01939E-06;-1,33273E-07;-9,66538E-07;2,0394E-06;9,92668E-07;-6,34761E-06;1,59785E-06;-2,640486299;-2,091456674;-2,718059987;0,07644245;5,464853571;-0,757370973;4,732424808;-31,26861281;-0,110623628;11,76976238;2;434,9268709;0,138996267;0,007357102;0,043366757;-0,000641702;0,014438664;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,00174678;0,00172126;0,001796421;0,013079815;0,047275527;0,016742512;5,77103E-06;-0,000427578;0,001059031;0,016562142;0,012170143;-0,002613919;-4,2592E-07;2,01939E-06;-1,63753E-06;-6,35182E-08;2,0394E-06;-9,66538E-07;1,43334E-07;1,59785E-06;-6,34761E-06;-0,864165757;-2,718059987;-2,091456674;0,004969188;-0,757370973;5,464853571;1,028571211;-0,110623628;-31,26861281;7,919799084;2;503,6904442;0,1380001;0,007380558;0,043499626;-0,000396015;0,01426643;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001685523;0,001735108;0,00174678;0,043458481;0,047275527;0,013079815;0,00089074;-0,000427578;5,77103E-06;0,015680631;0,012170143;0,016562142;2,05589E-06;2,01939E-06;-4,2592E-07;-4,08297E-06;2,0394E-06;-6,35182E-08;1,42043E-06;1,59785E-06;1,43334E-07;-2,552528002;-2,718059987;-0,864165757;2,877297656;-0,757370973;0,004969188;-9,646126762;-0,110623628;1,028571211;10,96013922;2;503,7156272;0,137501899;0,006514368;0,040786542;-0,000302193;0,013113105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001757627;0,001746581;0,001833333;0;0,048197194;0,013016572;0;0,000137053;-9,68309E-07;-0,003981053;0,012188001;0,021881974;0;-2,64898E-06;-4,4525E-07;0;-1,6289E-06;-4,42511E-08;-1,08749E-06;4,03464E-07;1,23744E-07;0,573904316;-0,612850491;-0,827409761;0,852760581;0,447002235;0,029318347;-227,8879125;36,14088108;2,228740332;6,414128481;2;300,0157158;0,139502282;0,010086852;0,047997417;-0,000185861;0,011415818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001757627;0,001748587;0,001826726;0,048197194;0;0,016742512;0,000137053;0;0,001059031;0,012188001;-0,003981053;-0,002613919;-2,64898E-06;0;-1,63753E-06;-1,6289E-06;0;-9,66538E-07;4,03464E-07;-1,08749E-06;-6,34761E-06;-0,612850491;0,573904316;-2,091456674;0,447002235;0,852760581;5,464853571;36,14088108;-227,8879125;-31,26861281;6,706717456;2;362,0107432;0,139002451;0,009175911;0,047102056;-0,000320833;0,012939333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001778571;0,001760124;0,001854839;0;0;0,045801665;0;0;-0,000404164;0,030731255;-0,001253775;0,014576773;0;0;5,64871E-06;0;0;3,80641E-06;2,34379E-09;-2,05931E-07;-2,02056E-06;-0,784946607;-0,151120188;-0,045189045;-0,003407783;0,262117069;-1,546751634;-3,569970739;62,06700321;38,1879487;4,823077437;2;300,0009726;0,131659091;0,000502246;0,004386331;1,1825E-06;0,013686249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001791708;0,001760124;0,001872426;0,045801665;0,045711811;0;-0,000404164;0,000407253;0;0,014576773;0,014829018;0,030731255;5,64871E-06;5,87453E-06;0;3,80641E-06;-4,40061E-06;0;-2,02056E-06;-2,71593E-06;2,34379E-09;-0,045189045;-0,081601393;-0,784946607;-1,546751634;1,574757723;-0,003407783;38,1879487;37,10803734;-3,569970739;9,683767805;2;300,0030924;0,132598237;0,001005968;0,008768505;1,64409E-06;0,012183409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001827898;0,001691755;0,001851659;0;0;0,043458481;0;0;0,00089074;0,023174034;0,017894275;0,015680631;0;0;2,05589E-06;0;0;-4,08297E-06;2,59488E-08;4,35971E-08;1,42043E-06;-0,871191139;-0,893759432;-2,552528002;-0,007420991;-0,010881454;2,877297656;-2,538044917;-1,47419539;-9,646126762;4,626154803;2;423,2510214;0,135993675;0,00562308;0,037264691;4,2308E-05;0,012816704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001691755;0,00172035;0,001735108;0;0,043458481;0,013079815;0;0,00089074;5,77103E-06;0,023174034;0,015680631;0,016562142;0;2,05589E-06;-4,2592E-07;0;-4,08297E-06;-6,35182E-08;2,59488E-08;1,42043E-06;1,43334E-07;-0,871191139;-2,552528002;-0,864165757;-0,007420991;2,877297656;0,004969188;-2,538044917;-9,646126762;1,028571211;5,932680861;2;492,0051497;0,136519073;0,00652836;0,040874496;-5,76975E-05;0,013825003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001787803;0,001789186;0,001872426;0,01301768;0;0,045711811;-3,16085E-06;0;0,000407253;0,031963574;0,030731255;0,014829018;-5,85187E-07;0;5,87453E-06;-3,46808E-08;0;-4,40061E-06;7,05221E-08;2,34379E-09;-2,71593E-06;-0,74584455;-0,784946607;-0,081601393;0,012591308;-0,003407783;1,574757723;0,284884977;-3,569970739;37,10803734;6,157954649;2;300,0087324;0,132605392;0,00201691;0,016702379;2,44272E-05;0,012474975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0,001758337;0,001789186;0,001850414;0,045711811;0,040556954;0,01301768;0,000407253;0,000669039;-3,16085E-06;0,014829018;0,013307382;0,031963574;5,87453E-06;2,75285E-06;-5,85187E-07;-4,40061E-06;-6,44707E-06;-3,46808E-08;-2,71593E-06;-3,03442E-06;7,05221E-08;-0,081601393;0,721693128;-0,74584455;1,574757723;3,297045291;0,012591308;37,10803734;43,27541772;0,284884977;10,46686616;2;300,0173128;0,1335326;0,002520061;0,020169554;4,98676E-05;0,011300272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
